table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table 4,CFO,0.088,0.005,17.6,***,Col (1),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,0.168,0.014,12.0,***,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO,0.087,0.005,17.4,***,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,TREAT*POST,-0.01,0.008,1.25,,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT,-0.007,0.015,0.467,,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*POST,-0.025,0.006,4.167,***,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT*POST,-0.029,0.012,2.417,**,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,SIZE,-0.004,0.009,0.444,,Col (2),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,0.171,0.014,12.214,***,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO,0.105,0.013,8.077,***,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,TREAT*POST,-0.007,0.009,0.778,,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT,-0.008,0.015,0.533,,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*POST,-0.033,0.005,6.6,***,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT*POST,-0.025,0.01,2.5,**,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO*TREAT,-0.005,0.022,0.227,,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO*POST,-0.026,0.013,2.0,*,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO*TREAT*POST,-0.004,0.022,0.182,,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,SIZE,0.002,0.008,0.25,,Col (3),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,-0.006,0.004,1.5,,Col (4),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO,-0.036,0.004,9.0,***,Col (4),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,-0.009,0.005,1.8,*,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO,-0.036,0.004,9.0,***,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,TREAT*POST,0.003,0.005,0.6,,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT,0.005,0.005,1.0,,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*POST,0.004,0.005,0.8,,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT*POST,0.003,0.005,0.6,,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,SIZE,-0.015,0.006,2.5,**,Col (5),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,-0.009,0.005,1.8,**,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,CFO,-0.036,0.007,5.143,***,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,TREAT*POST,0.006,0.007,0.857,,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT,0.006,0.006,1.0,,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*POST,0.004,0.005,0.8,,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q*TREAT*POST,0.001,0.006,0.167,,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,SIZE,-0.015,0.006,2.5,**,Col (6),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.077,0.02,3.85,***,"Panel A, HP index",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,-0.005,0.014,0.357,,"Panel A, HP index",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.06,0.016,3.75,***,"Panel A, WW index",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,-0.012,0.012,1.0,,"Panel A, WW index",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.049,0.032,1.531,,"Panel B, HP index, Low PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,-0.013,0.021,0.619,,"Panel B, HP index, Low PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.148,0.037,4.0,***,"Panel B, HP index, High PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,0.007,0.038,0.184,,"Panel B, HP index, High PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.033,0.033,1.0,,"Panel B, WW index, Low PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,-0.024,0.021,1.143,,"Panel B, WW index, Low PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_UNCONS*POST,-0.109,0.025,4.36,***,"Panel B, WW index, High PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,q*TREAT_CONS*POST,0.008,0.036,0.222,,"Panel B, WW index, High PIN",Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,15.438,5.08,3.038,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,20.188,5.42,3.725,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,13.83,3.92,3.527,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,17.943,4.57,3.926,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,12.98,4.9,2.649,***,Col (5),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,14.463,4.75,3.045,***,Col (6),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,24.315,16.09,1.511,,Col (7),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative,33.637,17.75,1.896,*,Col (8),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.823,0.16,5.144,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.878,0.14,6.271,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.823,0.19,4.337,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.878,0.18,4.878,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.384,0.22,1.745,*,Col (5),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,0.471,0.18,2.617,***,Col (6),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,-0.202,0.52,0.388,,Col (7),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,HFTdummy,-0.143,0.54,0.265,,Col (8),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,7.313,5.25,1.393,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,6.07,5.6,1.084,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,12.119,7.89,1.536,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,11.614,8.62,1.348,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,9.661,6.72,1.438,,Col (5),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,5.311,6.67,0.796,,Col (6),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,-4.768,17.78,0.268,,Col (7),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,Dmtickrelative × HFTdummy,-13.563,18.09,0.75,,Col (8),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.154,0.07,2.2,**,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.176,0.2,0.88,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.074,0.07,1.057,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.012,0.22,0.055,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.041,0.07,0.586,,Col (5),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.027,0.14,0.193,,Col (6),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,-0.167,0.19,0.879,,Col (7),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logmcap,0.218,0.49,0.445,,Col (8),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logbvaverage,0.053,0.08,0.663,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logbvaverage,0.092,0.11,0.836,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logbvaverage,0.03,0.07,0.429,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,logbvaverage,0.342,0.2,1.71,*,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,idiorisk,-7.236,8.21,0.881,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,idiorisk,-4.874,9.33,0.522,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,idiorisk,3.661,5.71,0.641,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,idiorisk,0.378,20.16,0.019,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,age,0.001,0.02,0.05,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,age,-0.012,0.02,0.6,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,age,-0.022,0.02,1.1,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,age,-0.038,0.06,0.633,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,numAnalyst,0.027,0.02,1.35,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,numAnalyst,0.024,0.02,1.2,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,numAnalyst,0.031,0.02,1.55,*,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,numAnalyst,0.014,0.06,0.233,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,pin,2.864,4.06,0.705,,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,pin,4.153,4.83,0.86,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,pin,2.69,3.05,0.882,,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 3,pin,12.824,9.25,1.386,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,tickrelative,2.049,0.63,3.251,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,tickrelative,2.43,0.73,3.329,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,logmcap,0.083,0.02,4.15,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,logmcap,0.075,0.03,2.5,**,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,logbvaverage,0.001,0.01,0.1,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,idiorisk,-0.722,0.6,1.203,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,age,0.004,0.0,1.333,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,numAnalyst,0.002,0.01,0.2,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,pin,0.241,0.42,0.574,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,tickrelative,1.649,0.41,4.024,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,tickrelative,1.869,0.42,4.45,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,tickrelative,-1.04,0.31,3.355,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,tickrelative,-1.116,0.32,3.488,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logmcap,0.054,0.01,5.4,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logmcap,0.032,0.01,3.2,**,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logmcap,-0.041,0.0,10.25,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logmcap,-0.03,0.01,3.0,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logbvaverage,0.002,0.01,0.2,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,logbvaverage,-0.004,0.0,1.0,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,idiorisk,-0.957,0.46,2.08,**,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,idiorisk,0.391,0.37,1.057,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,age,0.002,0.0,1.0,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,age,-0.002,0.0,1.0,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,numAnalyst,0.002,0.0,1.0,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,numAnalyst,-0.0,0.0,0.0,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,pin,-0.46,0.28,1.643,,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 5,pin,0.292,0.19,1.537,,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,tickrelative,3.326,0.47,7.076,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,tickrelative,3.754,0.63,5.956,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,tickrelative,0.986,0.24,4.108,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,tickrelative,1.164,0.35,3.326,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,logmcap,0.106,0.01,10.6,***,Col (1),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,logmcap,0.058,0.02,2.9,***,Col (2),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,logmcap,0.03,0.01,3.0,***,Col (3),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
Table 6,logmcap,0.026,0.01,2.6,***,Col (4),Why Trading Speed Matters: A Tale of Queue Rationing under Price Controls,RFS,2018,-1,False,True,,,,,,,,,,
